"TIME","GEO","CITIZEN","SEX","AGE","DECISION","UNIT","Value","Flag and Footnotes"
"2015","France","KZ","Females","Total","Total positive decisions","Person","15",""
"2015","France","KG","Total","Total","Total positive decisions","Person","10",""
"2015","France","KG","Males","Total","Total positive decisions","Person","5",""
"2015","France","KG","Females","Total","Total positive decisions","Person","5",""
"2015","France","TJ","Total","Total","Total positive decisions","Person","0",""
"2015","France","TJ","Males","Total","Total positive decisions","Person","0",""
"2015","France","TJ","Females","Total","Total positive decisions","Person","0",""
"2015","France","TM","Total","Total","Total positive decisions","Person","0",""
"2015","France","TM","Males","Total","Total positive decisions","Person","0",""
"2015","France","TM","Females","Total","Total positive decisions","Person","0",""
"2015","France","UZ","Total","Total","Total positive decisions","Person","0",""
"2015","France","UZ","Males","Total","Total positive decisions","Person","0",""
"2015","France","UZ","Females","Total","Total positive decisions","Person","0",""
"2015","France","CN","Total","Total","Total positive decisions","Person","905",""
"2015","France","CN","Males","Total","Total positive decisions","Person","540",""
"2015","France","CN","Females","Total","Total positive decisions","Person","365",""
"2015","France","JP","Total","Total","Total positive decisions","Person","0",""
"2015","France","JP","Males","Total","Total positive decisions","Person","0",""
"2015","France","JP","Females","Total","Total positive decisions","Person","0",""
"2015","France","MN","Total","Total","Total positive decisions","Person","45",""
"2015","France","MN","Males","Total","Total positive decisions","Person","20",""
"2015","France","MN","Females","Total","Total positive decisions","Person","25",""
"2015","France","KP","Total","Total","Total positive decisions","Person","20",""
"2015","France","KP","Males","Total","Total positive decisions","Person","10",""
"2015","France","KP","Females","Total","Total positive decisions","Person","10",""
"2015","France","KR","Total","Total","Total positive decisions","Person","0",""
"2015","France","KR","Males","Total","Total positive decisions","Person","0",""
"2015","France","KR","Females","Total","Total positive decisions","Person","0",""
"2015","France","TW","Total","Total","Total positive decisions","Person","0",""
"2015","France","TW","Males","Total","Total positive decisions","Person","0",""
"2015","France","TW","Females","Total","Total positive decisions","Person","0",""
"2015","France","AF","Total","Total","Total positive decisions","Person","700",""
"2015","France","AF","Males","Total","Total positive decisions","Person","545",""
"2015","France","AF","Females","Total","Total positive decisions","Person","160",""
"2015","France","BD","Total","Total","Total positive decisions","Person","315",""
"2015","France","BD","Males","Total","Total positive decisions","Person","230",""
"2015","France","BD","Females","Total","Total positive decisions","Person","85",""
"2015","France","BT","Total","Total","Total positive decisions","Person","5",""
"2015","France","BT","Males","Total","Total positive decisions","Person","5",""
"2015","France","BT","Females","Total","Total positive decisions","Person","5",""
"2015","France","IN","Total","Total","Total positive decisions","Person","15",""
"2015","France","IN","Males","Total","Total positive decisions","Person","5",""
"2015","France","IN","Females","Total","Total positive decisions","Person","10",""
"2015","France","IR","Total","Total","Total positive decisions","Person","135",""
"2015","France","IR","Males","Total","Total positive decisions","Person","85",""
"2015","France","IR","Females","Total","Total positive decisions","Person","50",""
"2015","France","MV","Total","Total","Total positive decisions","Person","0",""
"2015","France","MV","Males","Total","Total positive decisions","Person","0",""
"2015","France","MV","Females","Total","Total positive decisions","Person","0",""
"2015","France","NP","Total","Total","Total positive decisions","Person","15",""
"2015","France","NP","Males","Total","Total positive decisions","Person","10",""
"2015","France","NP","Females","Total","Total positive decisions","Person","5",""
"2015","France","PK","Total","Total","Total positive decisions","Person","165",""
"2015","France","PK","Males","Total","Total positive decisions","Person","125",""
"2015","France","PK","Females","Total","Total positive decisions","Person","40",""
"2015","France","LK","Total","Total","Total positive decisions","Person","1,180",""
"2015","France","LK","Males","Total","Total positive decisions","Person","665",""
"2015","France","LK","Females","Total","Total positive decisions","Person","510",""
"2015","France","BN","Total","Total","Total positive decisions","Person","0",""
"2015","France","BN","Males","Total","Total positive decisions","Person","0",""
"2015","France","BN","Females","Total","Total positive decisions","Person","0",""
"2015","France","KH","Total","Total","Total positive decisions","Person","5",""
"2015","France","KH","Males","Total","Total positive decisions","Person","5",""
"2015","France","KH","Females","Total","Total positive decisions","Person","0",""
"2015","France","ID","Total","Total","Total positive decisions","Person","0",""
"2015","France","ID","Males","Total","Total positive decisions","Person","0",""
"2015","France","ID","Females","Total","Total positive decisions","Person","0",""
"2015","France","LA","Total","Total","Total positive decisions","Person","5",""
"2015","France","LA","Males","Total","Total positive decisions","Person","5",""
"2015","France","LA","Females","Total","Total positive decisions","Person","5",""
"2015","France","MY","Total","Total","Total positive decisions","Person","0",""
"2015","France","MY","Males","Total","Total positive decisions","Person","0",""
"2015","France","MY","Females","Total","Total positive decisions","Person","0",""
"2015","France","MM","Total","Total","Total positive decisions","Person","10",""
"2015","France","MM","Males","Total","Total positive decisions","Person","5",""
"2015","France","MM","Females","Total","Total positive decisions","Person","5",""
"2015","France","PH","Total","Total","Total positive decisions","Person","0",""
"2015","France","PH","Males","Total","Total positive decisions","Person","0",""
"2015","France","PH","Females","Total","Total positive decisions","Person","0",""
"2015","France","SG","Total","Total","Total positive decisions","Person","0",""
"2015","France","SG","Males","Total","Total positive decisions","Person","0",""
"2015","France","SG","Females","Total","Total positive decisions","Person","0",""
"2015","France","TH","Total","Total","Total positive decisions","Person","5",""
"2015","France","TH","Males","Total","Total positive decisions","Person","5",""
"2015","France","TH","Females","Total","Total positive decisions","Person","0",""
"2015","France","TL","Total","Total","Total positive decisions","Person","0",""
"2015","France","TL","Males","Total","Total positive decisions","Person","0",""
"2015","France","TL","Females","Total","Total positive decisions","Person","0",""
"2015","France","VN","Total","Total","Total positive decisions","Person","10",""
"2015","France","VN","Males","Total","Total positive decisions","Person","10",""
"2015","France","VN","Females","Total","Total positive decisions","Person","5",""
"2015","France","AM","Total","Total","Total positive decisions","Person","105",""
